id	invoice_no 	date	user_id	location_id	customer_id 	additional_fee	discount	total	payment	change	payment_type	status	posted_at	posted_by	voided_at	voided_by	created_at	updated_at
2113	2024/9.2123-3	03/09/2024			131			4135000	4135000	0		posted						
2114	2024/9.2124-4	04/09/2024			981			1575000	1575000	0		posted						
2115	2024/9.2125-4	04/09/2024			131			230000	230000	0		posted						
2116	2024/9.2126-4	04/09/2024			131			585000	585000	0		posted						
2117	2024/9.2127-4	04/09/2024			982		70000	805000	805000	0		posted						
2118	2024/9.2128-5	05/09/2024			131			690000	690000	0		posted						
2119	2024/9.2129-5	05/09/2024			258	295000		3595000	3595000	0		posted						
2120	2024/9.2130-5	05/09/2024			4		200000	1100000	1100000	0		posted						
2121	2024/9.2131-5	05/09/2024			388			642500	642500	0		posted						
2122	2024/9.2132-5	05/09/2024			131			345000	345000	0		posted						
2123	2024/9.2133-5	05/09/2024			131			540000	540000	0		posted						
2124	2024/9.2134-6	06/09/2024			131			115000	115000	0		posted						
2125	2024/9.2135-6	06/09/2024			131			460000	460000	0		posted						
2126	2024/9.2136-7	07/09/2024			657	318000		4190500	4190500	0		posted						
2127	2024/9.2137-7	07/09/2024			983		590000	14820000	14820000	0		posted						
2128	2024/9.2138-7	07/09/2024			131	135000		1800000	1800000	0		posted						
2129	2024/9.2139-9	09/09/2024			131			2700000	2700000	0		posted						
2130	2024/9.2140-9	09/09/2024			984			800000	800000	0		posted						
2131	2024/9.2141-9	09/09/2024			131			460000	460000	0		posted						
2132	2024/9.2142-10	10/09/2024			131			345000	345000	0		posted						
2133	2024/9.2143-10	10/09/2024			131			790000	790000	0		posted						
2134	2024/9.2144-11	11/09/2024			985			3010000	3010000	0		posted						
2135	2024/9.2145-11	11/09/2024			131			115000	115000	0		posted						
2136	2024/9.2146-12	12/09/2024			131		60000	1130000	1130000	0		posted						
2137	2024/9.2147-13	13/09/2024			986		420000	4760000	4760000	0		posted						
2138	2024/9.2148-13	13/09/2024			131			1465000	1465000	0		posted						
2139	2024/9.2149-14	14/09/2024			987		94500	47700000	47700000	0		posted						
2140	2024/9.2150-16	16/09/2024			131	150000		2925000	2925000	0		posted						
2141	2024/9.2151-16	16/09/2024			433		180000	760000	760000	0		posted						
2142	2024/9.2152-17	17/09/2024			131			460000	460000	0		posted						
2143	2024/9.2153-18	18/09/2024			987	1610000		48880000	48880000	0		posted						
2144	2024/9.2154-21	19/09/2024			131		30000	345000	345000	0		posted						
2145	2024/9.2155-21	19/09/2024			131		120000	2280000	2280000	0		posted						
2146	2024/9.2156-21	21/09/2024			131			810000	810000	0		posted						
2147	2024/9.2157-21	19/09/2024			583	75000		1000000	1000000	0		posted						
2148	2024/9.2158-21	19/09/2024			131	210000		1110000	1110000	0		posted						
2149	2024/9.2159-21	21/09/2024			131			115000	115000	0		posted						
2150	2024/9.2160-21	20/09/2024			988	645000		6750000	6750000	0		posted						
2151	2024/9.2161-21	20/09/2024			989		25000	3070000	3070000	0		posted						
2152	2024/9.2162-24	23/09/2024			131		180000	1300000	1300000	0		posted						
2153	2024/9.2163-24	23/09/2024			131		70000	2885000	2885000	0		posted						
2154	2024/9.2164-24	24/09/2024			990			500000	500000	0		posted						
2155	2024/9.2165-24	24/09/2024			991		150000	5500000	5500000	0		posted						
2156	2024/9.2166-24	24/09/2024			992		600000	19200000	19200000	0		posted						
2157	2024/9.2167-24	24/09/2024			993	318000		3275000	3275000	0		posted						
2158	2024/9.2168-24	24/09/2024			433		110000	380000	380000	0		posted						
2159	2024/9.2169-24	24/09/2024			131			260000	260000	0		posted						
2160	2024/9.2170-25	25/09/2024			823		720000	4590000	4590000	0		posted						
2161	2024/9.2171-25	24/09/2024			610	75000		1000000	1000000	0		posted						
2162	2024/9.2172-26	26/09/2024			994		200000	4400000	4400000	0		posted						
2163	2024/9.2173-26	26/09/2024			131		45000	855000	855000	0		posted						
2164	2024/9.2174-26	26/09/2024			995			460000	460000	0		posted						
2165	2024/9.2175-26	26/09/2024			996	30000		630000	630000	0		posted						
2166	2024/9.2176-27	27/09/2024			692	200000		12000000	12000000	0		posted						
2167	2024/9.2177-27	27/09/2024			131		20000	920000	920000	0		posted						
2168	2024/9.2178-27	27/09/2024			583		75000	8700000	8700000	0		posted						
2169	2024/9.2179-27	27/09/2024			131			710000	710000	0		posted						
2170	2024/9.2180-27	27/09/2024			987		880000	46760000	46760000	0		posted						
2171	2024/9.2181-27	27/09/2024			997		17500000	140000000	140000000	0		posted						
2172	2024/9.2182-30	30/09/2024			131	150000		1290000	1290000	0		posted						
2173	2024/9.2183-30	30/09/2024			131			768000	768000	0		posted						
2174	2024/9.2184-30	30/09/2024			131			115000	115000	0		posted						
2175	2024/10.2185-8	04/10/2024			998		240000	2270000	2270000	0		posted						
2176	2024/10.2186-8	05/10/2024			327	30000		3800000	3800000	0		posted						
2177	2024/10.2187-8	05/10/2024			999		100000	3500000	3500000	0		posted						
2178	2024/10.2188-8	05/10/2024			131		51000	2973000	2973000	0		posted						
2179	2024/10.2189-8	05/10/2024			752			1525000	1525000	0		posted						
2180	2024/10.2190-8	07/10/2024			1000	180000		2520000	2520000	0		posted						
2181	2024/10.2191-8	07/10/2024			1001		30000	900000	900000	0		posted						
2182	2024/10.2192-8	08/10/2024			657	15000		1120000	1120000	0		posted						
2183	2024/10.2193-8	08/10/2024			1002	400000		4270000	4270000	0		posted						
2184	2024/10.2194-8	08/10/2024			1003			747000	747000	0		posted						
2185	2024/10.2195-8	08/10/2024			131		30000	1900000	1900000	0		posted						
2186	2024/10.2196-9	09/10/2024			1004	95000		1020000	1020000	0		posted						
2187	2024/10.2197-9	09/10/2024			131			1000000	1000000	0		posted						
2188	2024/10.2198-10	10/10/2024			987	160000		4660000	4660000	0		posted						
2189	2024/10.2199-10	10/10/2024			131			115000	115000	0		posted						
2190	2024/10.2200-11	11/10/2024			1005	215000		1700000	1700000	0		posted						
2191	2024/10.2201-11	11/10/2024			131			225000	225000	0		posted						
2192	2024/10.2202-12	12/10/2024			1006		5000000	40000000	40000000	0		posted						
2193	2024/10.2203-12	12/10/2024			131			805000	805000	0		posted						
2194	2024/10.2204-12	12/10/2024			131		5000	150000	150000	0		posted						
2195	2024/10.2205-14	14/10/2024			1002			391000	391000	0		posted						
2196	2024/10.2206-14	14/10/2024			131		220000	410000	410000	0		posted						
2197	2024/10.2207-16	15/10/2024			823	155000		830000	830000	0		posted						
2198	2024/10.2208-16	15/10/2024			1007		282000	3500500	3500500	0		posted						
2199	2024/10.2209-16	16/10/2024			1008	423000		18440000	18440000	0		posted						
2200	2024/10.2210-16	15/10/2024			1009	620000		3660000	3660000	0		posted						
2201	2024/10.2211-16	15/10/2024			1010	90000		1435000	1435000	0		posted						
2202	2024/10.2212-16	16/10/2024			987		150000	2610000	2610000	0		posted						
2203	2024/10.2213-17	17/10/2024			1011			575000	575000	0		posted						
2204	2024/10.2214-17	17/10/2024			131			115000	115000	0		posted						
2205	2024/10.2215-18	18/10/2024			596			2100000	2100000	0		posted						
2206	2024/10.2216-18	18/10/2024			984		100000	2050000	2050000	0		posted						
2207	2024/10.2217-18	18/10/2024			131			230000	230000	0		posted						
2208	2024/10.2218-19	19/10/2024			1012	50000		5000000	5000000	0		posted						
2209	2024/10.2219-19	19/10/2024			1013		45000	1910000	1910000	0		posted						
2210	2024/10.2220-19	19/10/2024			1014		212000	3470500	3470500	0		posted						
2211	2024/10.2221-19	19/10/2024			131		40000	1450000	1450000	0		posted						
2212	2024/10.2222-21	21/10/2024			987		55000	860000	860000	0		posted						
2213	2024/10.2223-21	21/10/2024			131			690000	690000	0		posted						
2214	2024/10.2224-21	21/10/2024			740			323200	323200	0		posted						
2215	2024/10.2225-22	22/10/2024			1015			1325000	1325000	0		posted						
2216	2024/10.2226-22	22/10/2024			131		5000	225000	225000	0		posted						
2217	2024/10.2227-22	22/10/2024			131		25000	1500000	1500000	0		posted						
2218	2024/10.2228-22	22/10/2024			131			380000	380000	0		posted						
2219	2024/10.2229-22	22/10/2024			1016		85000	1870000	1870000	0		posted						
2220	2024/10.2230-23	23/10/2024			1017		620000	9080000	9080000	0		posted						
2221	2024/10.2231-23	23/10/2024			809			690000	690000	0		posted						
2222	2024/10.2232-23	23/10/2024			131			780000	780000	0		posted						
2223	2024/10.2233-24	24/10/2024			131			1130000	1130000	0		posted						
2224	2024/10.2234-24	24/10/2024			809			805000	805000	0		posted						
2225	2024/10.2235-26	25/10/2024			657		155000	1175000	1175000	0		posted						
2226	2024/10.2236-26	25/10/2024			131			345000	345000	0		posted						
2227	2024/10.2237-28	28/10/2024			1018		830000	17015000	17015000	0		posted						
2228	2024/10.2238-28	26/10/2024			823		355000	4375000	4375000	0		posted						
2229	2024/10.2239-28	26/10/2024			1019			14175000	14175000	0		posted						
2230	2024/10.2240-28	28/10/2024			1020		200000	900000	900000	0		posted						
2231	2024/10.2241-28	28/10/2024			131			195000	195000	0		posted						
2232	2024/10.2242-29	29/10/2024			358		330000	2650000	2650000	0		posted						
2233	2024/10.2243-29	29/10/2024			927		85000	2720000	2720000	0		posted						
2234	2024/10.2244-29	29/10/2024			131			805000	805000	0		posted						
2235	2024/10.2245-29	29/10/2024			1021	180000		2580000	2580000	0		posted						
2236	2024/10.2246-31	31/10/2024			131			575000	575000	0		posted						
2237	2024/10.2247-31	30/10/2024			1022			2300000	2300000	0		posted						
2238	2024/10.2248-31	30/10/2024			1023	340000		4165000	4165000	0		posted						
2239	2024/11.2249-2	01/11/2024			131			460000	460000	0		posted						
2240	2024/11.2250-2	01/11/2024			507		40000	1200000	1200000	0		posted						
2241	2024/11.2251-2	02/11/2024			131		20000	440000	440000	0		posted						
2242	2024/11.2252-2	01/11/2024			131		405000	7695000	7695000	0		posted						
2243	2024/11.2253-2	02/11/2024			131			115000	115000	0		posted						
2244	2024/11.2254-2	02/11/2024			95	200000		3700000	3700000	0		posted						
2245	2024/11.2255-2	02/11/2024			1024		340000	6200000	6200000	0		posted						
2246	2024/11.2256-4	04/11/2024			358	225000		1060000	1060000	0		posted						
2247	2024/11.2257-4	04/11/2024			1026		200000	1145000	1145000	0		posted						
2248	2024/11.2258-4	04/11/2024			1027	326000		5231000	5231000	0		posted						
2249	2024/11.2259-4	04/11/2024			1028		30000	440000	440000	0		posted						
2250	2024/11.2260-4	04/11/2024			131		140000	215000	215000	0		posted						
2251	2024/11.2261-6	05/11/2024			131			230000	230000	0		posted						
2252	2024/11.2262-6	05/11/2024			1029	324000		1972000	1972000	0		posted						
2253	2024/11.2263-6	05/11/2024			1030		50000	2950000	2950000	0		posted						
2254	2024/11.2264-6	05/11/2024			131			230000	230000	0		posted						
2255	2024/11.2265-6	06/11/2024			1031	175000		2090000	2090000	0		posted						
2256	2024/11.2266-6	06/11/2024			208	200000		800000	800000	0		posted						
2257	2024/11.2267-6	06/11/2024			1032		400000	1600000	1600000	0		posted						
2258	2024/11.2268-6	06/11/2024			1025			575000	575000	0		posted						
2259	2024/11.2269-6	06/11/2024			95	700000		4200000	4200000	0		posted						
2260	2024/11.2270-6	06/11/2024			1033	110000		975000	975000	0		posted						
2261	2024/11.2271-6	06/11/2024			1034			7740000	7740000	0		posted						
2262	2024/11.2272-7	07/11/2024			1035			115000	115000	0		posted						
2263	2024/11.2273-7	07/11/2024			1036	85000		3525000	3525000	0		posted						
2264	2024/11.2274-7	07/11/2024			1037			1300000	1300000	0		posted						
2265	2024/11.2275-7	07/11/2024			131		100000	1000000	1000000	0		posted						
2266	2024/11.2276-9	08/11/2024			1038	110000		975000	975000	0		posted						
2267	2024/11.2277-9	08/11/2024			1025			115000	115000	0		posted						
2268	2024/11.2278-9	08/11/2024			131			180000	180000	0		posted						
2269	2024/11.2279-9	08/11/2024			1039		1480000	7795000	7795000	0		posted						
2270	2024/11.2280-9	08/11/2024			1023			720000	720000	0		posted						
2271	2024/11.2281-9	08/11/2024			131			180000	180000	0		posted						
2272	2024/11.2282-12	11/11/2024			1025			240000	240000	0		posted						
2273	2024/11.2283-12	09/11/2024			131			295000	295000	0		posted						
2274	2024/11.2284-12	09/11/2024			1023			720000	720000	0		posted						
2275	2024/11.2285-12	09/11/2024			131		15000	330000	330000	0		posted						
2276	2024/11.2286-13	12/11/2024			131	405000		3915000	3915000	0		posted						
2277	2024/11.2287-13	12/11/2024			131			230000	230000	0		posted						
2278	2024/11.2288-13	13/11/2024			131			355000	355000	0		posted						
2279	2024/11.2289-15	14/11/2024			131			516600	516600	0		posted						
2280	2024/11.2290-15	14/11/2024			936			552000	552000	0		posted						
2281	2024/11.2291-16	15/11/2024			131			403000	403000	0		posted						
2282	2024/11.2292-16	15/11/2024			131			230000	230000	0		posted						
2283	2024/11.2293-16	16/11/2024			1040			1597400	1597400	0		posted						
2284	2024/11.2294-16	16/11/2024			131			1100000	1100000	0		posted						
2285	2024/11.2295-16	16/11/2024			131		40000	460000	460000	0		posted						
2286	2024/11.2296-16	16/11/2024			131			405000	405000	0		posted						
2287	2024/11.2297-16	16/11/2024			69			860000	860000	0		posted						
2288	2024/11.2298-16	16/11/2024			131			115000	115000	0		posted						
2289	2024/11.2299-16	16/11/2024			1041			1425000	1425000	0		posted						
2290	2024/11.2300-16	16/11/2024			131		15000	1450000	1450000	0		posted						
2291	2024/11.2301-21	20/11/2024			131	100000		1090000	1090000	0		posted						
2292	2024/11.2302-21	21/11/2024			131			230000	230000	0		posted						
2293	2024/11.2303-21	21/11/2024			131	375000		4750000	4750000	0		posted						
2294	2024/11.2304-21	21/11/2024			131			700000	700000	0		posted						
2295	2024/11.2305-21	21/11/2024			1042			575000	575000	0		posted						
2296	2024/11.2306-21	21/11/2024			1043		20000	740000	740000	0		posted						
2297	2024/11.2307-21	21/11/2024			1044			345000	345000	0		posted						
2298	2024/11.2308-21	21/11/2024			131		5000	110000	110000	0		posted						
2299	2024/11.2309-22	22/11/2024			131			50000	50000	0		posted						
2300	2024/11.2310-22	22/11/2024			131			504000	504000	0		posted						
2301	2024/11.2311-22	22/11/2024			131			115000	115000	0		posted						
2302	2024/11.2312-22	22/11/2024			1045			738000	738000	0		posted						
2303	2024/11.2313-25	25/11/2024			927		75000	800000	800000	0		posted						
2304	2024/11.2314-26	26/11/2024			131			115000	115000	0		posted						
2305	2024/11.2315-26	26/11/2024			131			400000	400000	0		posted						
2306	2024/11.2316-26	26/11/2024			1023	20000		980000	980000	0		posted						
2307	2024/11.2317-26	26/11/2024			1046			1200000	1200000	0		posted						
2308	2024/11.2318-28	28/11/2024			131	75000		4800000	4800000	0		posted						
2309	2024/11.2319-28	28/11/2024			131			115000	115000	0		posted						
2310	2024/11.2320-28	28/11/2024			131			300000	300000	0		posted						
2311	2024/11.2321-30	29/11/2024			131			230000	230000	0		posted						
2312	2024/11.2322-30	29/11/2024			1047		508000	7850000	7850000	0		posted						
2313	2024/11.2323-30	29/11/2024			131			400000	400000	0		posted						
2314	2024/11.2324-30	29/11/2024			131			230000	230000	0		posted						
2315	2024/11.2325-30	30/11/2024			131			360000	360000	0		posted						
2316	2024/11.2326-30	30/11/2024			131			460000	460000	0		posted						
2317	2024/11.2327-30	30/11/2024			1048		230000	5950000	5950000	0		posted						
2318	2024/11.2328-30	30/11/2024			131			2960000	2960000	0		posted						
2319	2024/12.2329-3	03/12/2024			131		25000	1200000	1200000	0		posted						
2320	2024/12.2330-3	06/12/2024			571			247000	247000	0		posted						
2321	2024/12.2331-3	02/12/2024			131		32500	1950000	1950000	0		posted						
2322	2024/12.2332-3	02/12/2024			131			1640000	1640000	0		posted						
2323	2024/12.2333-3	02/12/2024			1049	200000		2100000	2100000	0		posted						
2324	2024/12.2334-3	02/12/2024			131			115000	115000	0		posted						
2325	2024/12.2335-3	03/12/2024			25		90000	1480000	1480000	0		posted						
2326	2024/12.2336-3	03/12/2024			131			1700000	1700000	0		posted						
2327	2024/12.2337-3	03/12/2024			131			115000	115000	0		posted						
2328	2024/12.2338-4	04/12/2024			1050		270000	1600000	1600000	0		posted						
2329	2024/12.2339-4	04/12/2024			358		225000	1500000	1500000	0		posted						
2330	2024/12.2340-4	04/12/2024			1051		90000	600000	600000	0		posted						
2331	2024/12.2341-9	06/12/2024			131		50000	230000	230000	0		posted						
2332	2024/12.2342-9	06/12/2024			131			100000	100000	0		posted						
2333	2024/12.2343-9	06/12/2024			131		90000	2350000	2350000	0		posted						
2334	2024/12.2344-9	07/12/2024			131			215000	215000	0		posted						
2335	2024/12.2345-9	05/12/2024			1052		3605000	36690000	36690000	0		posted						
2336	2024/12.2346-10	09/12/2024			610	300000		3225000	3225000	0		posted						
2337	2024/12.2347-10	09/12/2024			1025	3500000		4600000	4600000	0		posted						
2338	2024/12.2348-10	10/12/2024			131			690000	690000	0		posted						
2339	2024/12.2349-10	09/12/2024			369	240000		400000	400000	0		posted						
2340	2024/12.2350-10	09/12/2024			95		150000	1030000	1030000	0		posted						
2341	2024/12.2351-10	09/12/2024			131			720000	720000	0		posted						
2342	2024/12.2352-10	10/12/2024			131			200000	200000	0		posted						
2343	2024/12.2353-17	11/12/2024			358	355000		2180000	2180000	0		posted						
2344	2024/12.2354-17	11/12/2024			1053	30000		630000	630000	0		posted						
2345	2024/12.2355-17	11/12/2024			131	60000		1235000	1235000	0		posted						
2346	2024/12.2356-17	11/12/2024			1054		110000	2420000	2420000	0		posted						
2347	2024/12.2357-17	11/12/2024			131		55000	533000	533000	0		posted						
2348	2024/12.2358-17	14/12/2024			131			1170000	1170000	0		posted						
2349	2024/12.2359-17	16/12/2024			1055	4400000		7000000	7000000	0		posted						
2350	2024/12.2360-17	16/12/2024			131			300000	300000	0		posted						
2351	2024/12.2361-17	15/12/2024			566		1400000	13945000	13945000	0		posted						
2352	2024/12.2362-17	17/12/2024			1052		3000000	42000000	42000000	0		posted						
2353	2024/12.2363-17	17/12/2024			626		200000	2200000	2200000	0		posted						
2354	2024/12.2364-19	19/12/2024			131		545000	7125000	7125000	0		posted						
2355	2024/12.2365-19	18/12/2024			1056	45000		990000	990000	0		posted						
2356	2024/12.2366-19	19/12/2024			131		20000	1135000	1135000	0		posted						
2357	2024/12.2367-19	19/12/2024			1057			590000	590000	0		posted						
2358	2024/12.2368-21	20/12/2024			1058	720000		3960000	3960000	0		posted						
2359	2024/12.2369-21	21/12/2024			927		20000	160000	160000	0		posted						
2360	2024/12.2370-21	21/12/2024			1059	430000		6260000	6260000	0		posted						
2361	2024/12.2371-27	23/12/2024			845		132000	1960000	1960000	0		posted						
2362	2024/12.2372-27	23/12/2024			131			200000	200000	0		posted						
2363	2024/12.2373-27	23/12/2024			131		30000	1800000	1800000	0		posted						
2364	2024/12.2374-27	23/12/2024			131			450000	450000	0		posted						
2365	2024/12.2375-27	23/12/2024			366	1460000		8000000	8000000	0		posted						
2366	2024/12.2376-27	23/12/2024			131		40000	1300000	1300000	0		posted						
2367	2024/12.2377-27	23/12/2024			131		75000	500000	500000	0		posted						
2368	2024/12.2378-27	23/12/2024			131		30000	200000	200000	0		posted						
2369	2024/12.2379-27	23/12/2024			131		20000	600000	600000	0		posted						
2370	2024/12.2380-27	24/12/2024			131			589000	589000	0		posted						
2371	2024/12.2381-27	27/12/2024			131		30000	200000	200000	0		posted						
2372	2024/12.2382-27	27/12/2024			131			301350	301350	0		posted						
2373	2024/12.2383-27	27/12/2024			131			520000	520000	0		posted						
2374	2024/12.2384-27	27/12/2024			131		30000	200000	200000	0		posted						
2375	2024/12.2385-28	28/12/2024			1060		140000	2380000	2380000	0		posted						
2376	2024/12.2386-28	28/12/2024			1061		1075000	10900000	10900000	0		posted						
2377	2024/12.2387-28	28/12/2024			131			570000	570000	0		posted						
2378	2024/12.2388-28	28/12/2024			131		30000	200000	200000	0		posted						
2379	2024/12.2389-28	28/12/2024			131		150000	6300000	6300000	0		posted						
2380	2025/1.2390-3	03/01/2025			439	212500		1600000	1600000	0		posted						
2381	2025/1.2391-3	03/01/2025			131			525000	525000	0		posted						
2382	2025/1.2392-3	03/01/2025			131			115000	115000	0		posted						
2383	2025/1.2393-4	04/01/2025			1062			470000	470000	0		posted						
2384	2025/1.2394-4	04/01/2025			131			1960000	1960000	0		posted						
2385	2025/1.2395-4	04/01/2025			131	50000		2605000	2605000	0		posted						
2386	2025/1.2396-4	04/01/2025			131			470000	470000	0		posted						
2387	2025/1.2397-4	04/01/2025			1063		70000	4090000	4090000	0		posted						
2388	2025/1.2398-4	04/01/2025			131			355000	355000	0		posted						
2389	2025/1.2399-4	04/01/2025			131			1100000	1100000	0		posted						
2390	2025/1.2400-7	06/01/2025			131	40000		800000	800000	0		posted						
2391	2025/1.2401-7	06/01/2025			131			200000	200000	0		posted						
2392	2025/1.2402-7	07/01/2025			131		20000	230000	230000	0		posted						
2393	2025/1.2403-7	06/01/2025			1064			1175000	1175000	0		posted						
2394	2025/1.2404-7	06/01/2025			1065	300000		3630000	3630000	0		posted						
2395	2025/1.2405-7	06/01/2025			1066	555000		2880000	2880000	0		posted						
2396	2025/1.2406-7	07/01/2025			131			940000	940000	0		posted						
2397	2025/1.2407-7	07/01/2025			131	45000		1285000	1285000	0		posted						
2398	2025/1.2408-7	07/01/2025			131			100000	100000	0		posted						
2399	2025/1.2409-8	08/01/2025			131			1225000	1225000	0		posted						
2400	2025/1.2410-9	09/01/2025			582			2640000	2640000	0		posted						
2401	2025/1.2411-9	09/01/2025			131			345000	345000	0		posted						
2402	2025/1.2412-10	10/01/2025			1067		600000	6000000	6000000	0		posted						
2403	2025/1.2413-10	10/01/2025			131			230000	230000	0		posted						
2404	2025/1.2414-11	11/01/2025			1068		670000	4500000	4500000	0		posted						
2405	2025/1.2415-11	11/01/2025			131			295000	295000	0		posted						
2406	2025/1.2416-14	14/01/2025			131			345000	345000	0		posted						
2407	2025/1.2417-14	14/01/2025			583		500000	5000000	5000000	0		posted						
2408	2025/1.2418-14	14/01/2025			131			600000	600000	0		posted						
2409	2025/1.2419-15	15/01/2025			131			1080000	1080000	0		posted						
2410	2025/1.2420-15	15/01/2025			985			2150000	2150000	0		posted						
2411	2025/1.2421-15	15/01/2025			980	40000		440000	440000	0		posted						
2412	2025/1.2422-16	16/01/2025			131			120000	120000	0		posted						
2413	2025/1.2423-17	17/01/2025			131			180000	180000	0		posted						
2414	2025/1.2424-18	18/01/2025			1069			4025000	4025000	0		posted						
2415	2025/1.2425-18	18/01/2025			131			345000	345000	0		posted						
2416	2025/1.2426-18	18/01/2025			131			1200000	1200000	0		posted						
2417	2025/1.2427-18	18/01/2025			1070		150000	2290000	2290000	0		posted						
2418	2025/1.2428-18	18/01/2025			131			115000	115000	0		posted						
2419	2025/1.2429-18	18/01/2025			131			100000	100000	0		posted						
2420	2025/1.2430-20	20/01/2025			1071	75000		1000000	1000000	0		posted						
2421	2025/1.2431-20	20/01/2025			131	45000		430000	430000	0		posted						
2422	2025/1.2432-20	20/01/2025			131	120000		1290000	1290000	0		posted						
2423	2025/1.2433-21	21/01/2025			1072	525000		3150000	3150000	0		posted						
2424	2025/1.2434-21	21/01/2025			1025		950000	350000	350000	0		posted						
2425	2025/1.2435-23	23/01/2025			131			435000	435000	0		posted						
2426	2025/1.2436-24	24/01/2025			131	1100000		3700000	3700000	0		posted						
2427	2025/1.2437-24	24/01/2025			131			115000	115000	0		posted						
2428	2025/1.2438-24	24/01/2025			131		450000	2550000	2550000	0		posted						
2429	2025/1.2439-25	25/01/2025			823	875000		7125000	7125000	0		posted						
2430	2025/1.2440-27	27/01/2025			131	40000		600000	600000	0		posted						
2431	2025/1.2441-28	28/01/2025			131			600000	600000	0		posted						
2432	2025/1.2442-28	28/01/2025			1073	580000		26680000	26680000	0		posted						
2433	2025/1.2443-28	28/01/2025			131			120000	120000	0		posted						
2434	2025/1.2444-29	29/01/2025			131		7000	635000	635000	0		posted						
2435	2025/1.2445-30	30/01/2025			131			230000	230000	0		posted						
2436	2025/1.2446-30	30/01/2025			131			115000	115000	0		posted						
2437	2025/1.2447-30	29/01/2025			131		20000	460000	460000	0		posted						
2438	2025/1.2448-31	31/01/2025			131			230000	230000	0		posted						
2439	2025/2.2449-3	03/02/2025			131			115000	115000	0		posted						
2440	2025/2.2450-4	04/02/2025			131			690000	690000	0		posted						
2441	2025/2.2451-5	05/02/2025			131		1200000	10000000	10000000	0		posted						
2442	2025/2.2452-6	06/02/2025			131			600000	600000	0		posted						
2443	2025/2.2453-6	06/02/2025			131		30000	1015000	1015000	0		posted						
2444	2025/2.2454-6	06/02/2025			131			230000	230000	0		posted						
2445	2025/2.2455-7	06/02/2025			131			120000	120000	0		posted						
2446	2025/2.2456-7	07/02/2025			131		1150000	585000	585000	0		posted						
2447	2025/2.2457-7	07/02/2025			131			2500000	2500000	0		posted						
2448	2025/2.2458-7	07/02/2025			131	35000		450000	450000	0		posted						
2449	2025/2.2459-9	08/02/2025			131			434000	434000	0		posted						
2450	2025/2.2460-10	10/02/2025			131			760000	760000	0		posted						
2451	2025/2.2461-10	10/02/2025			131			330000	330000	0		posted						
2452	2025/2.2462-12	12/02/2025			131			775000	775000	0		posted						
2453	2025/2.2463-12	12/02/2025			131			60000	60000	0		posted						
2454	2025/2.2464-12	12/02/2025			131			115000	115000	0		posted						
2455	2025/2.2465-13	13/02/2025			121			400000	400000	0		posted						
2456	2025/2.2466-13	13/02/2025			1074	860000		6860000	6860000	0		posted						
2457	2025/2.2467-14	14/02/2025			131		80000	1060000	1060000	0		posted						
2458	2025/2.2468-15	15/02/2025			433		300000	1500000	1500000	0		posted						
2459	2025/2.2469-15	15/02/2025			131		450000	750000	750000	0		posted						
2460	2025/2.2470-17	17/02/2025			131			230000	230000	0		posted						
2461	2025/2.2471-17	17/02/2025			131			403000	403000	0		posted						
2462	2025/2.2472-17	17/02/2025			131		600000	2000000	2000000	0		posted						
2463	2025/2.2473-18	18/02/2025			131	45000		160000	160000	0		posted						
2464	2025/2.2474-18	18/02/2025			1075	300000		3800000	3800000	0		posted						
2465	2025/2.2475-18	18/02/2025			131	100000	30000	1420000	1420000	0		posted						
2466	2025/2.2476-18	18/02/2025			131		20000	870000	870000	0		posted						
2467	2025/2.2477-18	18/02/2025			1076		930000	2110000	2110000	0		posted						
2468	2025/2.2478-19	19/02/2025			90	2200000		21525000	21525000	0		posted						
2469	2025/2.2478-19	19/02/2025			1077		400000	4000000	4000000	0		posted						
2470	2025/2.2480-20	19/02/2025			131			780000	780000	0		posted						
2471	2025/2.2481-20	20/02/2025			1078			7640000	7640000	0		posted						
2472	2025/2.2482-22	22/02/2025			131	75000		1650000	1650000	0		posted						
2473	2025/2.2483-22	22/02/2025			1079			230000	230000	0		posted						
2474	2025/2.2484-24	24/02/2025			131			690000	690000	0		posted						
2475	2025/2.2485-24	24/02/2025			131			2590000	2590000	0		posted						
2476	2025/2.2486-26	25/02/2025			131			115000	115000	0		posted						
2477	2025/2.2487-26	26/02/2025			131	130000		830000	830000	0		posted						
2478	2025/2.2488-26	26/02/2025			3			5310000	5310000	0		posted						
2479	2025/2.2489-27	27/02/2025			131			115000	115000	0		posted						
2480	2025/2.2490-28	28/02/2025			131	200000		2100000	2100000	0		posted						
2481	2025/2.2491-28	28/02/2025			131			230000	230000	0		posted						
2482	2025/3.2492-3	03/03/2025			131			230000	230000	0		posted						
2483	2025/3.2492-4	04/03/2025			131			60000	60000	0		posted						
2484	2025/3.2494-6	06/03/2025			1080			300000	300000	0		posted						
2485	2025/3.2495-7	07/03/2025			382			1100000	1100000	0		posted						
2486	2025/3.2496-7	07/03/2025			131		100000	1630000	1630000	0		posted						
2487	2025/3.2497-8	08/03/2025			596			1400000	1400000	0		posted						
2488	2025/3.2498-8	08/03/2025			131			760000	760000	0		posted						
2489	2025/3.2499-8	08/03/2025			131			840000	840000	0		posted						
2490	2025/3.2500-8	08/03/2025			131		45000	2700000	2700000	0		posted						
