id	invoice_no 	date	user_id	location_id	customer_id 	additional_fee	discount	total	payment	change	payment_type	status	posted_at	posted_by	voided_at	voided_by	created_at	updated_at
1	2021/3.1-11	23/02/2021			1			1170000	1170000	0		posted						
2	2021/3.2-4	23/02/2021			2		5000	315000	315000	0		posted						
3	2021/2.15-24	24/02/2021			3			1300000	1300000	0		posted						
4	2021/3.4-13	24/02/2021			4			2000000	2000000	0		posted						
5	2021/3.5-26	25/02/2021			4		200000	2500000	2500000	0		posted						
6	2021/2.6-27	27/02/2021			7			1000000	1000000	0		posted						
7	2021/3.7-1	01/03/2021			8			6000000	6000000	0		posted						
8	2021/3.8-1	01/03/2021			6			1300000	1300000	0		posted						
9	2021/3.9-4	04/03/2021			9		38000	1600000	1600000	0		posted						
10	2021/3.10-4	04/03/2021			7			1050000	1050000	0		posted						
11	2021/3.11-8	08/03/2021			14			1300000	1300000	0		posted						
12	2021/3.12-10	10/03/2021			21		30000	1515000	1515000	0		posted						
13	2021/3.12-10	10/03/2021			22		240000	4800000	4800000	0		posted						
14	2021/3.14-10	10/03/2021			23			1300000	1300000	0		posted						
15	2021/3.15-25	11/03/2021			25		125000	2809000	2809000	0		posted						
16	2021/3.16-11	11/03/2021			26		350000	650000	650000	0		posted						
17	2021/3.17-14	13/03/2021			29			2720000	2720000	0		posted						
18	2021/3.18-15	13/03/2021			21			505000	505000	0		posted						
19	2021/3.19-15	15/03/2021			30			2320000	2320000	0		posted						
20	2021/3.20-15	15/03/2021			21		900	193600	193600	0		posted						
21	2021/5.21-5	15/03/2021			15			1300000	1300000	0		posted						
22	2021/4.22-4	15/03/2021			32			1300000	1300000	0		posted						
23	2021/5.23-20	15/03/2021			33			1500000	1500000	0		posted						
24	2021/3.24-15	15/03/2021			34		14500	5170000	5170000	0		posted						
25	2021/3.25-18	18/03/2021			36			14945000	14945000	0		posted						
26	2021/3.26-19	18/03/2021			39			2950000	2950000	0		posted						
27	2021/3.27-18	18/03/2021			38			500000	500000	0		posted						
28	2021/3.28-19	18/03/2021			40			570000	570000	0		posted						
29	2021/3.29-19	19/03/2021			41	16000		216000	216000	0		posted						
30	2021/3.30-23	23/03/2021			44			1890000	1890000	0		posted						
31	2021/3.31-24	24/03/2021			45			315000	315000	0		posted						
32	2021/3.32-25	25/03/2021			30		2000	250000	250000	0		posted						
33	2021/3.33-25	25/03/2021			47			840000	840000	0		posted						
34	2021/3.34-25	25/03/2021			31		1200	2840000	2840000	0		posted						
35	2021/3.35-26	26/03/2021			49			900000	900000	0		posted						
36	2021/3.36-26	26/03/2021			50			4480000	4480000	0		posted						
37	2021/3.37-26	26/03/2021			51			420000	420000	0		posted						
38	2021/3.38-27	27/03/2021			14			210000	210000	0		posted						
39	2021/3.39-27	27/03/2021			53			450000	450000	0		posted						
40	2021/5.40-20	28/03/2021			55	200000		3900000	3900000	0		posted						
41	2021/3.41-28	28/03/2021			56			1050000	1050000	0		posted						
42	2021/3.42-29	29/03/2021			47			210000	210000	0		posted						
43	2021/3.43-29	29/03/2021			36			2415000	2415000	0		posted						
44	2021/3.44-29	29/03/2021			57	1000		775000	775000	0		posted						
45	2021/3.45-29	29/03/2021			51		5000	500000	500000	0		posted						
46	2021/3.46-29	29/03/2021			40			760000	760000	0		posted						
47	2021/3.47-29	29/03/2021			4			5000000	5000000	0		posted						
48	2021/5.48-20	29/03/2021			4			3700000	3700000	0		posted						
49	2021/3.49-30	30/03/2021			31		3950	1465000	1465000	0		posted						
50	2021/3.50-30	30/03/2021			51			770000	770000	0		posted						
51	2021/4.51-1	30/03/2021			61			6800000	6800000	0		posted						
52	2021/5.52-20	31/03/2021			49	1000		100000	100000	0		posted						
53	2021/3.53-31	31/03/2021			62			480000	480000	0		posted						
54	2021/3.54-31	31/03/2021			40			95000	95000	0		posted						
55	2021/4.55-1	01/04/2021			51			140000	140000	0		posted						
56	2021/4.56-2	02/04/2021			65			135000	135000	0		posted						
57	2021/4.57-3	03/04/2021			67			140000	140000	0		posted						
58	2021/4.58-3	03/04/2021			36		61000	915000	915000	0		posted						
59	2021/4.59-3	03/04/2021			68		400	68000	68000	0		posted						
60	2021/4.60-3	03/04/2021			29		600	373000	373000	0		posted						
61	2021/4.61-5	05/04/2021			69			280000	280000	0		posted						
62	2021/4.62-5	05/04/2021			69			280000	280000	0		posted						
63	2021/4.63-5	05/04/2021			60			2960000	2960000	0		posted						
64	2021/5.64-5	05/04/2021			71			1700000	1700000	0		posted						
65	2021/4.65-6	06/04/2021			72			1400000	1400000	0		posted						
66	2021/5.66-5	06/04/2021			70		1590000	17600000	17600000	0		posted						
67	2021/4.67-6	06/04/2021			55	200000	185000	2975000	2975000	0		posted						
68	2021/5.68-20	07/04/2021			73			6240000	6240000	0		posted						
69	2021/4.69-7	07/04/2021			69			270000	270000	0		posted						
70	2021/4.70-7	07/04/2021			72		40000	560000	560000	0		posted						
71	2021/4.71-8	08/04/2021			74			900000	900000	0		posted						
72	2021/4.72-9	09/04/2021			75			3835000	3835000	0		posted						
73	2021/4.73-9	09/04/2021			62			360000	360000	0		posted						
74	2021/4.74-9	09/04/2021			76			140000	140000	0		posted						
75	2021/4.75-10	10/04/2021			78		10000	200000	200000	0		posted						
76	2021/4.76-10	10/04/2021			79			680000	680000	0		posted						
77	2021/4.77-10	10/04/2021			80		70400	1455000	1455000	0		posted						
78	2021/5.78-1	12/04/2021			83		40000	2457500	2457500	0		posted						
79	2021/4.79-12	12/04/2021			84			1050000	1050000	0		posted						
80	2021/4.80-12	12/04/2021			74			300000	300000	0		posted						
81	2021/4.81-13	13/04/2021			85		68000	4420000	4420000	0		posted						
82	2021/5.82-20	15/04/2021			70			5050000	5050000	0		posted						
83	2021/4.83-15	15/04/2021			84			1170000	1170000	0		posted						
84	2021/4.84-15	14/04/2021			86		200000	2600000	2600000	0		posted						
85	2021/4.85-15	15/04/2021			74			150000	150000	0		posted						
86	2021/4.86-15	14/04/2021			87			140000	140000	0		posted						
87	2021/4.87-15	15/04/2021			88			240000	240000	0		posted						
88	2021/4.88-19	19/04/2021			90			570000	570000	0		posted						
89	2021/5.89-5	22/04/2021			73			11085000	11085000	0		posted						
90	2021/4.90-22	22/04/2021			53			80000	80000	0		posted						
91	2021/4.90-22	22/04/2021			95			945000	945000	0		posted						
92	2021/4.92-23	23/04/2021			96			1575000	1575000	0		posted						
93	2021/4.93-23	23/04/2021			98			1300000	1300000	0		posted						
94	2021/4.94-23	23/04/2021			100			1094400	1094400	0		posted						
95	2021/5.95-5	24/04/2021			98		150000	1150000	1150000	0		posted						
96	2021/4.96-24	24/04/2021			102		150000	850000	850000	0		posted						
97	2021/4.97-24	24/04/2021			11		75000	600000	600000	0		posted						
98	2021/4.98-24	24/04/2021			105			280000	280000	0		posted						
99	2021/4.99-24	24/04/2021			101		150000	1150000	1150000	0		posted						
100	2021/4.100-24	24/04/2021			107		10000	260000	260000	0		posted						
101	2021/4.101-26	26/04/2021			110	70000	150000	1020000	1020000	0		posted						
102	2021/4.102-26	26/04/2021			114		1040000	9500000	9500000	0		posted						
103	2021/4.103-26	26/04/2021			115			140000	140000	0		posted						
104	2021/4.104-26	26/04/2021			106	100000		3420000	3420000	0		posted						
105	2021/5.105-5	26/04/2021			85			7400000	7400000	0		posted						
106	2021/4.106-27	27/04/2021			118			500000	500000	0		posted						
107	2021/4.107-27	27/04/2021			119		490000	6500000	6500000	0		posted						
108	2021/4.108-27	27/04/2021			120		150000	3000000	3000000	0		posted						
109	2021/4.109-28	28/04/2021			95			630000	630000	0		posted						
110	2021/5.110-5	28/04/2021			123			170000	170000	0		posted						
111	2021/5.111-1	28/04/2021			80			660000	660000	0		posted						
112	2021/5.112-1	28/04/2021			124		150000	1350000	1350000	0		posted						
113	2021/5.113-1	28/04/2021			125			160000	160000	0		posted						
114	2021/5.114-5	29/04/2021			83			2325000	2325000	0		posted						
115	2021/5.115-5	30/04/2021			126			280000	280000	0		posted						
116	2021/5.116-5	30/04/2021			114			3000000	3000000	0		posted						
117	2021/5.117-5	30/04/2021			4			7640000	7640000	0		posted						
118	2021/5.118-1	01/05/2021			127			1655000	1655000	0		posted						
119	2021/5.119-5	01/05/2021			70			5440000	5440000	0		posted						
120	2021/5.120-20	01/05/2021			128		350000	950000	950000	0		posted						
121	2021/5.121-20	01/05/2021			130			845000	845000	0		posted						
122	2021/5.122-20	01/05/2021			131			115000	115000	0		posted						
123	2021/5.123-3	03/05/2021			135			287500	287500	0		posted						
124	2021/5.124-3	03/05/2021			131			140000	140000	0		posted						
125	2021/5.125-3	03/05/2021			137			1940000	1940000	0		posted						
126	2021/5.126-3	03/05/2021			138			2850000	2850000	0		posted						
127	2021/5.127-4	04/05/2021			139			280000	280000	0		posted						
128	2021/7.128-13	03/05/2021			86		180000	11000000	11000000	0		posted						
129	2021/5.129-5	05/05/2021			140			280000	280000	0		posted						
130	2021/5.130-6	06/05/2021			141			3400000	3400000	0		posted						
131	2021/5.131-8	06/05/2021			142			360000	360000	0		posted						
132	2021/5.132-8	06/05/2021			96		1200	78000	78000	0		posted						
133	2021/5.133-8	08/05/2021			146			320000	320000	0		posted						
134	2021/5.134-8	08/05/2021			130			170000	170000	0		posted						
135	2021/5.135-10	08/05/2021			147	50000	150000	1400000	1400000	0		posted						
136	2021/5.136-11	08/05/2021			148			1700000	1700000	0		posted						
137	2021/5.137-10	10/05/2021			131			195000	195000	0		posted						
138	2021/5.138-10	10/05/2021			80			140000	140000	0		posted						
139	2021/5.139-10	10/05/2021			1			210000	210000	0		posted						
140	2021/5.140-11	10/05/2021			154			5580000	5580000	0		posted						
141	2021/5.141-11	11/05/2021			156			140000	140000	0		posted						
142	2021/5.142-11	11/05/2021			130			170000	170000	0		posted						
143	2021/5.143-11	11/05/2021			157			685000	685000	0		posted						
144	2021/5.144-11	11/05/2021			79			310000	310000	0		posted						
145	2021/5.145-11	11/05/2021			131			140000	140000	0		posted						
146	2021/5.146-12	12/05/2021			157			210000	210000	0		posted						
147	2021/5.147-12	12/05/2021			135			243000	243000	0		posted						
148	2021/5.148-12	12/05/2021			158			3840000	3840000	0		posted						
149	2021/5.149-15	15/05/2021			159			210000	210000	0		posted						
150	2021/5.150-17	17/05/2021			160			1100000	1100000	0		posted						
151	2021/5.151-17	17/05/2021			161	100000		1420000	1420000	0		posted						
152	2021/5.152-19	19/05/2021			164			1650000	1650000	0		posted						
153	2021/5.153-20	20/05/2021			165			420000	420000	0		posted						
154	2021/6.154-19	20/05/2021			166			5760000	5760000	0		posted						
155	2021/6.155-19	20/05/2021			167			300000	300000	0		posted						
156	2021/5.156-24	21/05/2021			61			1530000	1530000	0		posted						
157	2021/5.157-21	21/05/2021			168			1000000	1000000	0		posted						
158	2021/7.158-15	24/05/2021			14			1230000	1230000	0		posted						
159	2021/5.159-24	24/05/2021			49			140000	140000	0		posted						
160	2021/5.160-24	24/05/2021			148		1060	272000	272000	0		posted						
161	2021/5.161-24	24/05/2021			173			1115000	1115000	0		posted						
162	2021/5.162-24	24/05/2021			174		100000	1000000	1000000	0		posted						
163	2021/5.163-25	25/05/2021			159			244000	244000	0		posted						
164	2021/5.164-25	25/05/2021			175			113400	113400	0		posted						
165	2021/5.165-25	25/05/2021			176			560000	560000	0		posted						
166	2021/5.166-28	28/05/2021			177			5185000	5185000	0		posted						
167	2021/5.167-28	28/05/2021			178			2805000	2805000	0		posted						
168	2021/5.168-28	28/05/2021			179			560000	560000	0		posted						
169	2021/5.169-28	28/05/2021			180			140000	140000	0		posted						
170	2021/5.170-28	28/05/2021			181			1465000	1465000	0		posted						
171	2021/5.171-28	28/05/2021			14			152000	152000	0		posted						
172	2021/5.172-28	28/05/2021			178			160000	160000	0		posted						
173	2021/5.173-28	28/05/2021			182			140000	140000	0		posted						
174	2021/5.174-29	29/05/2021			183			9890000	9890000	0		posted						
175	2021/5.175-31	31/05/2021			185	4400		170000	170000	0		posted						
176	2021/6.176-19	29/05/2021			186			2000000	2000000	0		posted						
177	2021/5.177-31	31/05/2021			175			96000	96000	0		posted						
178	2021/5.178-31	31/05/2021			187			990000	990000	0		posted						
179	2021/6.179-2	02/06/2021			188			1085000	1085000	0		posted						
180	2021/6.180-2	02/06/2021			189			140000	140000	0		posted						
181	2021/6.181-2	02/06/2021			131			140000	140000	0		posted						
182	2021/9.182-25	02/06/2021			61			14000000	14000000	0		posted						
183	2021/6.183-3	03/06/2021			191			2600000	2600000	0		posted						
184	2021/6.184-4	04/06/2021			131			80000	80000	0		posted						
185	2021/6.185-4	04/06/2021			192			880000	880000	0		posted						
186	2021/6.186-4	04/06/2021			193			1810000	1810000	0		posted						
187	2021/6.187-4	04/06/2021			94			510000	510000	0		posted						
188	2021/6.188-5	05/06/2021			195			1600000	1600000	0		posted						
189	2021/6.189-8	08/06/2021			196			520000	520000	0		posted						
190	2021/6.190-10	10/06/2021			198			2925000	2925000	0		posted						
191	2021/6.191-10	10/06/2021			199			7250000	7250000	0		posted						
192	2021/6.192-10	10/06/2021			131			130000	130000	0		posted						
193	2021/6.193-10	10/06/2021			200		10000	890000	890000	0		posted						
194	2021/6.194-12	12/06/2021			201			315000	315000	0		posted						
195	2021/6.195-12	12/06/2021			131			600000	600000	0		posted						
196	2021/6.196-14	14/06/2021			202			3900000	3900000	0		posted						
197	2021/6.197-14	14/06/2021			70			2312000	2312000	0		posted						
198	2021/6.198-14	14/06/2021			131			140000	140000	0		posted						
199	2021/6.199-14	14/06/2021			203			1330000	1330000	0		posted						
200	2021/6.200-14	14/06/2021			204			885000	885000	0		posted						
201	2021/6.201-14	14/06/2021			205			494000	494000	0		posted						
202	2021/6.202-15	15/06/2021			204			470000	470000	0		posted						
203	2021/6.203-15	15/06/2021			131			120000	120000	0		posted						
204	2021/6.204-16	16/06/2021			204			335000	335000	0		posted						
205	2021/6.205-16	16/06/2021			206			3361000	3361000	0		posted						
206	2021/6.206-16	16/06/2021			207			280000	280000	0		posted						
207	2021/7.207-15	18/06/2021			208			140000	140000	0		posted						
208	2021/6.208-18	18/06/2021			209			500000	500000	0		posted						
209	2021/6.209-18	18/06/2021			210			4710000	4710000	0		posted						
210	2021/6.210-19	19/06/2021			211	200000		700000	700000	0		posted						
211	2021/6.211-20	19/06/2021			198			975000	975000	0		posted						
212	2021/6.212-21	18/06/2021			208			220000	220000	0		posted						
213	2021/6.213-21	21/06/2021			213			91200	91200	0		posted						
214	2021/6.214-21	21/06/2021			214			595000	595000	0		posted						
215	2021/6.215-21	21/06/2021			215			7580000	7580000	0		posted						
216	2021/6.216-21	21/06/2021			216			286650	286650	0		posted						
217	2021/6.217-22	22/06/2021			217			600000	600000	0		posted						
218	2021/6.218-22	22/06/2021			73			5850000	5850000	0		posted						
219	2021/6.219-25	24/06/2021			218			2976000	2976000	0		posted						
220	2021/6.220-25	25/06/2021			131			420000	420000	0		posted						
221	2021/7.221-15	26/06/2021			154			7200000	7200000	0		posted						
222	2021/6.222-26	26/06/2021			131			420000	420000	0		posted						
223	2021/6.223-28	28/06/2021			131			140000	140000	0		posted						
224	2021/6.224-29	29/06/2021			219			14070000	14070000	0		posted						
225	2021/7.225-15	29/06/2021			220	150000		1450000	1450000	0		posted						
226	2021/7.226-2	02/07/2021			221			1755000	1755000	0		posted						
227	2021/7.227-19	02/07/2021			238			1500000	1500000	0		posted						
228	2021/7.228-3	03/07/2021			222			280000	280000	0		posted						
229	2021/7.229-3	03/07/2021			223		5000	1750000	1750000	0		posted						
230	2021/7.230-3	03/07/2021			219			2970000	2970000	0		posted						
231	2021/7.231-3	03/07/2021			131			560000	560000	0		posted						
232	2021/7.232-3	03/07/2021			29			620000	620000	0		posted						
233	2021/7.233-5	05/07/2021			154			3200000	3200000	0		posted						
234	2021/8.234-5	03/07/2021			114			6700000	6700000	0		posted						
235	2021/7.235-7	07/07/2021			227			140000	140000	0		posted						
236	2021/7.236-7	07/07/2021			228			570000	570000	0		posted						
237	2021/7.237-15	07/07/2021			229		97500	1785000	1785000	0		posted						
238	2021/7.238-8	08/07/2021			131			140000	140000	0		posted						
239	2021/7.239-9	09/07/2021			231			8540000	8540000	0		posted						
240	2021/7.240-9	09/07/2021			232			1240000	1240000	0		posted						
241	2021/7.241-9	09/07/2021			228			95000	95000	0		posted						
242	2021/7.242-12	07/07/2021			233			2520000	2520000	0		posted						
243	2021/7.243-12	12/07/2021			233			2560000	2560000	0		posted						
244	2021/7.244-12	12/07/2021			14			200000	200000	0		posted						
245	2021/7.245-13	13/07/2021			219		134000	3400000	3400000	0		posted						
246	2021/7.246-13	13/07/2021			234			1890000	1890000	0		posted						
247	2021/7.247-14	14/07/2021			131			150000	150000	0		posted						
248	2021/7.248-14	14/07/2021			131			120000	120000	0		posted						
249	2021/7.249-15	14/07/2021			235			90000	90000	0		posted						
250	2021/7.250-15	15/07/2021			131			90000	90000	0		posted						
251	2021/7.251-15	15/07/2021			229			200000	200000	0		posted						
252	2021/8.252-27	01/07/2021			236	150000		7950000	7950000	0		posted						
253	2021/7.253-16	16/07/2021			234			315000	315000	0		posted						
254	2021/7.254-16	16/07/2021			219			480000	480000	0		posted						
255	2021/7.255-16	16/07/2021			237			905000	905000	0		posted						
256	2021/7.256-16	23/06/2021			86			5850000	5850000	0		posted						
257	2021/7.257-16	16/07/2021			235			225000	225000	0		posted						
258	2021/7.258-19	19/07/2021			238			4000000	4000000	0		posted						
259	2021/7.259-19	19/07/2021			234		52500	180000	180000	0		posted						
260	2021/7.260-19	19/07/2021			237			700000	700000	0		posted						
261	2021/7.261-19	19/07/2021			156			170000	170000	0		posted						
262	2021/7.262-21	21/07/2021			239			560000	560000	0		posted						
263	2021/7.263-23	23/07/2021			240		90000	2970000	2970000	0		posted						
264	2021/7.264-23	22/07/2021			241		140000	420000	420000	0		posted						
265	2021/7.265-24	23/07/2021			131		1100	130000	130000	0		posted						
266	2021/7.266-24	24/07/2021			242		35000	105000	105000	0		posted						
267	2021/7.267-24	24/07/2021			243		5000	490000	490000	0		posted						
268	2021/7.268-24	10/07/2021			219			270000	270000	0		posted						
269	2021/7.269-24	10/07/2021			244			2145000	2145000	0		posted						
270	2021/7.270-24	23/07/2021			244			560000	560000	0		posted						
271	2021/7.271-24	24/07/2021			238		250000	700000	700000	0		posted						
272	2021/7.272-24	24/07/2021			244			385000	385000	0		posted						
273	2021/8.273-2	26/07/2021			245			290000	290000	0		posted						
274	2021/7.274-26	26/07/2021			246		55000	290000	290000	0		posted						
275	2021/8.275-5	26/07/2021			247	120000	85000	1090000	1090000	0		posted						
276	2021/7.276-28	27/07/2021			36			305000	305000	0		posted						
277	2021/7.277-29	29/07/2021			131		90000	100000	100000	0		posted						
278	2021/7.278-29	29/07/2021			244			320000	320000	0		posted						
279	2021/7.279-30	28/07/2021			248			135000	135000	0		posted						
280	2021/7.280-30	29/07/2021			249		48300	2100000	2100000	0		posted						
281	2021/7.281-30	29/07/2021			250		480400	4750000	4750000	0		posted						
282	2021/7.282-30	30/07/2021			86			700000	700000	0		posted						
283	2021/7.283-30	29/07/2021			251		94300	3720000	3720000	0		posted						
284	2021/7.284-30	29/07/2021			252			880000	880000	0		posted						
285	2021/7.285-30	30/07/2021			253			140000	140000	0		posted						
286	2021/7.286-30	29/07/2021			131			115000	115000	0		posted						
287	2021/7.287-31	31/07/2021			131		15000	50000	50000	0		posted						
288	2021/8.288-2	31/07/2021			131			150000	150000	0		posted						
289	2021/8.289-2	31/07/2021			254	720000	80000	3920000	3920000	0		posted						
290	2022/1.290-19	31/07/2021			254		1150000	5500000	5500000	0		posted						
291	2021/8.291-2	02/08/2021			255			9900000	9900000	0		posted						
292	2021/8.292-5	02/08/2021			256		250	110000	110000	0		posted						
293	2021/8.293-3	03/08/2021			239		115000	345000	345000	0		posted						
294	2021/8.294-3	03/08/2021			257		350000	7000000	7000000	0		posted						
295	2021/8.295-27	03/08/2021			255			27900000	27900000	0		posted						
296	2021/8.296-5	05/08/2021			131			255000	255000	0		posted						
297	2021/8.297-5	04/08/2021			258			230000	230000	0		posted						
298	2021/8.298-5	05/08/2021			131			115000	115000	0		posted						
299	2021/8.299-7	07/08/2021			154			3375000	3375000	0		posted						
300	2021/8.300-7	07/08/2021			131			100000	100000	0		posted						
301	2021/8.301-9	09/08/2021			259	200000		700000	700000	0		posted						
302	2021/8.302-10	10/08/2021			251			920000	920000	0		posted						
303	2021/10.303-13	10/08/2021			260			2600000	2600000	0		posted						
304	2021/8.304-10	09/08/2021			261			460000	460000	0		posted						
305	2021/8.305-11	11/08/2021			131			620000	620000	0		posted						
306	2021/8.306-11	11/08/2021			14			1080000	1080000	0		posted						
307	2021/8.307-11	11/08/2021			131			115000	115000	0		posted						
308	2021/8.308-12	12/08/2021			131			245000	245000	0		posted						
309	2021/8.309-12	12/08/2021			131			120800	120800	0		posted						
310	2021/8.310-12	12/08/2021			262			2000000	2000000	0		posted						
311	2021/8.311-12	12/08/2021			131			20400	20400	0		posted						
312	2021/8.312-13	13/08/2021			131			290000	290000	0		posted						
313	2021/8.313-13	13/08/2021			233			560000	560000	0		posted						
314	2021/8.314-13	13/08/2021			131			29400	29400	0		posted						
315	2021/8.315-14	14/08/2021			263			1305000	1305000	0		posted						
316	2021/8.316-14	14/08/2021			264			1080000	1080000	0		posted						
317	2021/8.317-14	13/08/2021			261			605000	605000	0		posted						
318	2021/8.318-14	14/08/2021			95			115000	115000	0		posted						
319	2021/8.319-14	14/08/2021			107			142200	142200	0		posted						
320	2021/8.320-16	16/08/2021			131			280000	280000	0		posted						
321	2021/8.321-16	16/08/2021			265			1300000	1300000	0		posted						
322	2021/8.322-17	17/08/2021			266			2835000	2835000	0		posted						
323	2021/8.323-17	17/08/2021			267			10000000	10000000	0		posted						
324	2021/8.324-17	17/08/2021			131			85000	85000	0		posted						
325	2021/8.325-18	18/08/2021			268			195000	195000	0		posted						
326	2021/8.326-18	18/08/2021			131			280000	280000	0		posted						
327	2021/8.327-18	18/08/2021			206			1678950	1678950	0		posted						
328	2021/8.328-19	19/08/2021			269			6200000	6200000	0		posted						
329	2021/8.329-20	19/08/2021			250			2280000	2280000	0		posted						
330	2021/8.330-19	19/08/2021			131			250000	250000	0		posted						
331	2021/8.331-20	20/08/2021			71			3500000	3500000	0		posted						
332	2021/8.332-20	20/08/2021			199		150000	2965000	2965000	0		posted						
333	2021/8.334-20	19/08/2021			14			140000	140000	0		posted						
334	2021/8.333-20	20/08/2021			154			270000	270000	0		posted						
335	2021/9.336-4	20/08/2021			271		200000	2600000	2600000	0		posted						
336	2021/9.337-24	21/08/2021			272			750000	750000	0		posted						
337	2021/8.338-27	21/08/2021			273			2500000	2500000	0		posted						
338	2021/8.339-23	21/08/2021			274			345000	345000	0		posted						
339	2021/8.340-23	21/08/2021			275			500000	500000	0		posted						
340	2021/8.341-23	21/08/2021			276	100000		1630000	1630000	0		posted						
341	2021/8.342-23	21/08/2021			277		600000	7800000	7800000	0		posted						
342	2021/8.343-23	23/08/2021			278	2450		245000	245000	0		posted						
343	2021/8.344-23	23/08/2021			279	75000		1725000	1725000	0		posted						
344	2021/8.345-24	24/08/2021			131			140000	140000	0		posted						
345	2021/8.346-27	27/08/2021			280			2400000	2400000	0		posted						
346	2021/8.347-27	27/08/2021			281			2040000	2040000	0		posted						
347	2021/8.348-27	27/08/2021			131	6250		405000	405000	0		posted						
348	2021/9.349-4	28/08/2021			131			90000	90000	0		posted						
349	2021/8.350-28	28/08/2021			250		25000	980000	980000	0		posted						
350	2021/8.351-28	28/08/2021			282			250000	250000	0		posted						
351	2021/8.352-28	28/08/2021			283			4000000	4000000	0		posted						
352	2021/8.353-28	28/08/2021			284			270000	270000	0		posted						
353	2021/10.354-19	28/08/2021			238			700000	700000	0		posted						
354	2021/8.355-30	30/08/2021			285	100000		2050000	2050000	0		posted						
355	2021/8.356-31	31/08/2021			286			11011000	11011000	0		posted						
356	2021/12.357-20	31/08/2021			262			5050000	5050000	0		posted						
357	2021/9.358-4	04/09/2021			131			115000	115000	0		posted						
358	2021/9.359-4	04/09/2021			29			90000	90000	0		posted						
359	2021/9.360-4	01/09/2021			250			4560000	4560000	0		posted						
360	2021/9.361-4	01/09/2021			131			70000	70000	0		posted						
361	2021/9.362-4	02/09/2021			287			15200000	15200000	0		posted						
362	2021/9.363-4	03/09/2021			131			45000	45000	0		posted						
363	2021/9.364-4	03/09/2021			131			90000	90000	0		posted						
364	2021/9.365-4	04/09/2021			131			460000	460000	0		posted						
365	2021/9.366-7	06/09/2021			288			1215000	1215000	0		posted						
366	2021/9.367-7	06/09/2021			289			560000	560000	0		posted						
367	2021/9.368-7	06/09/2021			290			16000000	16000000	0		posted						
368	2021/9.369-7	07/09/2021			291			1090000	1090000	0		posted						
369	2021/9.370-10	07/09/2021			276			690000	690000	0		posted						
370	2021/9.371-7	07/09/2021			292			480000	480000	0		posted						
371	2021/9.372-7	07/09/2021			293			1330000	1330000	0		posted						
372	2021/9.373-7	07/09/2021			131			115000	115000	0		posted						
373	2021/9.374-7	07/09/2021			131			230000	230000	0		posted						
374	2021/10.375-19	09/09/2021			294			3840000	3840000	0		posted						
375	2021/9.376-9	09/09/2021			210			540000	540000	0		posted						
376	2021/9.377-10	10/09/2021			131			115000	115000	0		posted						
377	2021/9.378-10	10/09/2021			295		100000	1300000	1300000	0		posted						
378	2021/9.379-10	10/09/2021			295			150000	150000	0		posted						
379	2021/9.380-10	08/09/2021			250			4800000	4800000	0		posted						
380	2021/9.381-10	08/09/2021			276			690000	690000	0		posted						
381	2021/9.382-10	07/09/2021			238			1500000	1500000	0		posted						
382	2021/9.383-10	30/08/2021			286			3146000	3146000	0		posted						
383	2021/9.385-11	11/09/2021			288			3780000	3780000	0		posted						
384	2021/9.386-11	11/09/2021			224			230000	230000	0		posted						
385	2021/9.387-11	11/09/2021			154			3840000	3840000	0		posted						
386	2021/9.388-11	11/09/2021			296			660000	660000	0		posted						
387	2021/9.389-11	11/09/2021			280			2550000	2550000	0		posted						
388	2021/9.390-11	11/09/2021			131	5000		85000	85000	0		posted						
389	2021/9.391-11	11/09/2021			297			6000000	6000000	0		posted						
390	2021/9.392-13	13/09/2021			287			4560000	4560000	0		posted						
391	2021/9.393-14	14/09/2021			298			400000	400000	0		posted						
392	2021/9.394-15	14/09/2021			238			3300000	3300000	0		posted						
393	2021/9.395-15	15/09/2021			250			551000	551000	0		posted						
394	2021/9.396-15	15/09/2021			299			268400	268400	0		posted						
395	2021/9.397-15	15/09/2021			300			491500	491500	0		posted						
396	2021/9.398-15	15/09/2021			131			280000	280000	0		posted						
397	2021/9.399-16	16/09/2021			301			490000	490000	0		posted						
398	2021/9.400-17	17/09/2021			114			870000	870000	0		posted						
399	2021/9.401-17	17/09/2021			302			2520000	2520000	0		posted						
400	2021/9.402-17	17/09/2021			294			640000	640000	0		posted						
401	2022/3.403-11	17/09/2021			280			300000	300000	0		posted						
402	2021/9.404-18	18/09/2021			131			115000	115000	0		posted						
403	2021/9.405-18	18/09/2021			303			1665000	1665000	0		posted						
404	2021/9.406-18	18/09/2021			304			875000	875000	0		posted						
405	2021/9.407-20	20/09/2021			305			4526000	4526000	0		posted						
406	2021/9.408-20	20/09/2021			306			200000	200000	0		posted						
407	2021/9.409-20	20/09/2021			307			1551000	1551000	0		posted						
408	2021/9.410-20	20/09/2021			206			280700	280700	0		posted						
409	2021/9.411-20	20/09/2021			131	600		27000	27000	0		posted						
410	2021/9.412-22	21/09/2021			308			115000	115000	0		posted						
411	2021/9.413-22	21/09/2021			250			3080000	3080000	0		posted						
412	2021/9.414-22	22/09/2021			309			630000	630000	0		posted						
413	2021/9.415-22	22/09/2021			305			1640000	1640000	0		posted						
414	2021/9.416-23	22/09/2021			250		142500	1938000	1938000	0		posted						
415	2021/9.417-22	21/09/2021			310			2200000	2200000	0		posted						
